,College,Credits,Instructor,CourseSubject,ClassID,SectionNumber,CourseName,Cost,TimeOfCourse,CourseBuilding,CourseRoom,ClassDays,Dates,WeeksInSemester,Semester,Year,Location,Website,UncgID,UncgTitle
9881,Guilford Technical Community College,3.0,P. Vithlani,PSY,241,FON06 (2070),Developmental Psych,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,PSY 250,DEVELOPMENTAL PSYCHOLOGY
9882,Guilford Technical Community College,3.0,H. Fierro,PSY,281,FJB03 (9910),Abnormal Psychology,$228,11:00AM - 01:30PM, Room to be Announced (more)...,TBA,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,PSY 341,ABNORMAL PSYCHOLOGY (3)
9883,Guilford Technical Community College,3.0,H. Fierro,PSY,281,FJT01 (9911),Abnormal Psychology,$228,01:30PM - 04:10PM, Business Hall, 00010,Tuesday,01/12/2021-05/04/2021,16,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,PSY 341,ABNORMAL PSYCHOLOGY (3)
9884,Guilford Technical Community College,3.0,J. Withrow,PSY,281,FON01 (9912),Abnormal Psychology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,PSY 341,ABNORMAL PSYCHOLOGY (3)
9885,Guilford Technical Community College,3.0,J. Withrow,PSY,281,FON02 (9913),Abnormal Psychology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,PSY 341,ABNORMAL PSYCHOLOGY (3)
9886,Guilford Technical Community College,4.0,K. Jenkins,PTA,145,MJT01 (3044),Therapeutic Procedures,$304,08:00AM - 08:35AM, Hassell Health Technologies, 00105 ,"Monday, Tuesday, Wednesday, Thursday, Friday",01/11/2021-04/01/2021,11,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9887,Guilford Technical Community College,3.0,J. Jeffers,PTA,215,MJT01 (3045),Therapeutic Exercise,$228,10:35AM - 11:00AM, Hassell Health Technologies, 00113 ,"Monday, Tuesday, Wednesday, Thursday, Friday",01/11/2021-04/01/2021,11,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9888,Guilford Technical Community College,2.0,K. Jenkins,PTA,222,MJT01 (3046),Professional Interactions,$152,12:15PM - 01:30PM, Hassell Health Technologies, 00105,"Tuesday, Thursday",01/12/2021-04/01/2021,11,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9889,Guilford Technical Community College,4.0,K. Jenkins,PTA,245,MOT01 (2309),PTA Clinical III,$304,08:00AM - 03:05PM, Off Site, SITE,"Monday, Tuesday, Wednesday, Thursday, Friday",04/05/2021-05/07/2021,5,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9890,Guilford Technical Community College,4.0,D. Wright,RAD,112,FJW01S (2769),RAD Procedures II,$304,08:00AM - 10:40AM, Business Hall, 00025 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9891,Guilford Technical Community College,4.0,D. Wright,RAD,112,FJW02S (2771),RAD Procedures II,$304,12:00PM - 02:40PM, Business Hall, 00025 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9892,Guilford Technical Community College,4.0,D. Wright,RAD,112,FJW03S (2772),RAD Procedures II,$304,08:00AM - 10:50AM, Business Hall, 00025 ,Friday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9893,Guilford Technical Community College,3.0,T. Seawell,RAD,121,FJW01S (2773),Image Production I,$228,08:00AM - 10:40AM, Business Hall, 00012 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9894,Guilford Technical Community College,3.0,T. Seawell,RAD,121,FJW02S (2774),Image Production I,$228,12:00PM - 02:50PM, Business Hall, 00012 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9895,Guilford Technical Community College,3.0,T. Seawell,RAD,121,FJW03S (2778),Image Production I,$228,08:00AM - 10:50AM, Business Hall, 00012 ,Friday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9896,Guilford Technical Community College,5.0,L. Boyles,RAD,161,FOT01 (9922),RAD Clinical Ed II,$380,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9897,Guilford Technical Community College,7.0,L. Boyles,RAD,261,FOT01 (9923),RAD Clinical Ed V,$532,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9898,Guilford Technical Community College,3.0,T. Seawell,RAD,271,FJB01S (2779),Radiography Capstone,$228,12:00PM - 02:40PM, Business Hall, 00014 ,Tuesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9899,Guilford Technical Community College,3.0,T. Seawell,RAD,271,FJB02S (2781),Radiography Capstone,$228,03:00PM - 05:50PM, Business Hall, 00014 ,Tuesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9900,Guilford Technical Community College,3.0,M. Maley,REL,110,FJW01 (2982),World Religions,$228,09:00AM - 09:50AM, Davis Hall, 00303 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,REL 101,INTRODUCTION TO RELIGIOUS STUDIES
9901,Guilford Technical Community College,3.0,M. Maley,REL,110,FJW02 (2983),World Religions,$228,11:00AM - 11:50AM, Davis Hall, 00303 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,REL 101,INTRODUCTION TO RELIGIOUS STUDIES
9902,Guilford Technical Community College,3.0,M. Maley,REL,110,FON01 (9929),World Religions,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,REL 101,INTRODUCTION TO RELIGIOUS STUDIES
9903,Guilford Technical Community College,3.0,C. Johnson,REL,110,FON03 (2103),World Religions,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,REL 101,INTRODUCTION TO RELIGIOUS STUDIES
9904,Guilford Technical Community College,3.0,K. Maddox,REL,110,FON04 (2427),World Religions,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,REL 101,INTRODUCTION TO RELIGIOUS STUDIES
9905,Guilford Technical Community College,3.0,M. Maley,REL,111,FJW01 (2430),Eastern Religions,$228,10:00AM - 10:50AM, Davis Hall, 00303 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,REL 111,INTRODUCTION TO ASIAN RELIGION (3)
9906,Guilford Technical Community College,3.0,R. Lees,REL,211,FON01 (9932),Intro to Old Testament,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,REL 202,HEBREW BIBLE
9907,Guilford Technical Community College,3.0,B. Burkhead,REL,212,FON01 (9933),Intro to New Testament,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,REL 204,NEW TESTAMENT AND THE ORIGINS OF CHRISTIANITY (3)
9908,Guilford Technical Community College,3.0,L. Conaty,SAB,120,FHW01 (9934),Intake and Assessment,$228,02:00PM - 03:40PM, High Point Center #5, 00324 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,High Point Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9909,Guilford Technical Community College,3.0,L. Conaty,SAB,120,FON01 (2568),Intake and Assessment,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9910,Guilford Technical Community College,3.0,L. Conaty,SAB,135,FHW01 (9935),Addictive Process,$228,11:00AM - 12:40PM, High Point Center #5, 00324 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,High Point Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9911,Guilford Technical Community College,3.0,To be Announced,SAB,135,FON01 (9936),Addictive Process,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9912,Guilford Technical Community College,3.0,J. Linn,SAB,230,FHW01 (9937),Family Therapy,$228,02:00PM - 02:50PM, High Point Center #5, 00324 ,Monday,01/11/2021-05/07/2021,17,Spring,2021,High Point Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9913,Guilford Technical Community College,3.0,J. Linn,SAB,240,FHW01 (9938),Sab Issues in Client Serv,$228,09:00AM - 10:40AM, High Point Center #5, 00324 ,Thursday,01/11/2021-05/07/2021,17,Spring,2021,High Point Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9914,Guilford Technical Community College,3.0,To be Announced,SEC,110,FON01 (9939),Security Concepts,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9915,Guilford Technical Community College,3.0,S. Dudas,SEC,210,FJB01 (9940),Intrusion Detection,$228,10:00AM - 11:50AM, Applied Technologies, 00251 ,Monday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9916,Guilford Technical Community College,3.0,S. Dudas,SEC,210,FON01 (9941),Intrusion Detection,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9917,Guilford Technical Community College,3.0,S. Dudas,SEC,285,FON01 (9942),Systems Security Project,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9918,Guilford Technical Community College,3.0,W. Bradshaw,SGD,114,FON01 (9943),3D Modeling,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9919,Guilford Technical Community College,3.0,J. Thompson,SGD,123,FON01 (9945),Windows/Console Prog,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9920,Guilford Technical Community College,3.0,J. Thompson,SGD,124,FON01 (9946),MMO Programming,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9921,Guilford Technical Community College,3.0,J. Thompson,SGD,163,FON01 (9947),SG Documentation,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9922,Guilford Technical Community College,3.0,H. Cox,SGD,212,FON01 (9948),SGD Design II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9923,Guilford Technical Community College,3.0,R. Halsey,SGD,213,FON01 (9949),SGD Programming II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9924,Guilford Technical Community College,3.0,R. Halsey,SGD,213,FON02 (2248),SGD Programming II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9925,Guilford Technical Community College,3.0,J. Thompson,SGD,289,FON01 (9950),SGD Project,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9926,Guilford Technical Community College,3.0,T. Warren,SOC,210,FGB05 (2974),Introduction to Sociology,$228,10:30AM - 11:45AM, Greensboro Campus Center (GCC), 00210 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9927,Guilford Technical Community College,3.0,T. Warren,SOC,210,FGB06 (9954),Introduction to Sociology,$228,09:00AM - 10:15AM, Greensboro Campus Center (GCC), 00210 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9928,Guilford Technical Community College,3.0,C. Galloway,SOC,210,FHW01 (9955),Introduction to Sociology,$228,12:00PM - 12:50PM, High Point Center #5, 00132 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,High Point Campus,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9929,Guilford Technical Community College,3.0,T. Warren,SOC,210,FJB18 (2976),Introduction to Sociology,$228,02:00PM - 02:50PM, Center for Adv Manufacturing, 1534 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9930,Guilford Technical Community College,3.0,J. Simpson,SOC,210,FJW03 (2975),Introduction to Sociology,$228,11:00AM - 11:50AM, Business Hall, 00010 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9931,Guilford Technical Community College,3.0,C. Schmid,SOC,210,FON01 (9965),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9932,Guilford Technical Community College,3.0,C. Galloway,SOC,210,FON02 (9966),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9933,Guilford Technical Community College,3.0,J. Simpson,SOC,210,FON03 (9967),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9934,Guilford Technical Community College,3.0,C. Schmid,SOC,210,FON04 (9968),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9935,Guilford Technical Community College,3.0,C. Galloway,SOC,210,FON05 (2071),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9936,Guilford Technical Community College,3.0,C. Schmid,SOC,210,FON06 (9969),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9937,Guilford Technical Community College,3.0,E. Powell,SOC,210,FON07 (9970),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9938,Guilford Technical Community College,3.0,M. Smith,SOC,210,FON08 (2072),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9939,Guilford Technical Community College,3.0,E. Powell,SOC,210,FON09 (9971),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9940,Guilford Technical Community College,3.0,C. Schmid,SOC,210,FON10 (9972),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9941,Guilford Technical Community College,3.0,E. Powell,SOC,210,FON11 (2073),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9942,Guilford Technical Community College,3.0,M. Smith,SOC,210,FON12 (2074),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9943,Guilford Technical Community College,3.0,M. Smith,SOC,210,FON13 (2075),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9944,Guilford Technical Community College,3.0,M. Smith,SOC,210,FON14 (2076),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9945,Guilford Technical Community College,3.0,To be Announced,SOC,210,FON15 (2077),Introduction to Sociology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 101,INTRODUCTION TO SOCIOLOGY
9946,Guilford Technical Community College,3.0,J. Simpson,SOC,213,FON01 (9974),Sociology of the Family,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 335,MARRIAGE AND THE FAMILY
9947,Guilford Technical Community College,3.0,J. Simpson,SOC,213,FON02 (9975),Sociology of the Family,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 335,MARRIAGE AND THE FAMILY
9948,Guilford Technical Community College,3.0,C. Schmid,SOC,220,FON01 (9976),Social Problems,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 201,SOCIAL PROBLEMS (3)
9949,Guilford Technical Community College,3.0,C. Schmid,SOC,220,FON02 (9977),Social Problems,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 201,SOCIAL PROBLEMS (3)
9950,Guilford Technical Community College,3.0,C. Galloway,SOC,225,FON01 (9978),Social Diversity,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 327,RACE AND ETHNIC RELATIONS
9951,Guilford Technical Community College,3.0,C. Galloway,SOC,225,FON02 (9979),Social Diversity,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 327,RACE AND ETHNIC RELATIONS
9952,Guilford Technical Community College,3.0,J. Simpson,SOC,240,FON01 (9980),Social Psychology,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 000,SOCIOLOGY ELECTIVE
9953,Guilford Technical Community College,3.0,C. Galloway,SOC,242,FON01 (9981),Sociology of Deviance,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SOC 222,SOCIOLOGY OF DEVIANT BEHAVIOR
9954,Guilford Technical Community College,3.0,D. Egidio,SPA,111,FJB03 (9988),Elementary Spanish I,$228,10:30AM - 11:45AM, James L. Williams Hall, 00203 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9955,Guilford Technical Community College,3.0,D. Egidio,SPA,111,FJB07 (9989),Elementary Spanish I,$228,09:00AM - 10:15AM, James L. Williams Hall, 00203 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9956,Guilford Technical Community College,3.0,C. Schuck Dillon,SPA,111,FJT02 (9987),Elementary Spanish I,$228,06:00PM - 08:50PM, Hassell Health Technologies, 00103,Monday,01/11/2021-05/03/2021,16,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9957,Guilford Technical Community College,3.0,J. Ray,SPA,111,FJW05 (9985),Elementary Spanish I,$228,09:00AM - 09:50AM, James L. Williams Hall, 00203 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9958,Guilford Technical Community College,3.0,B. Lister,SPA,111,FON01 (9990),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9959,Guilford Technical Community College,3.0,J. Ray,SPA,111,FON02 (9991),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9960,Guilford Technical Community College,3.0,S. Tyler,SPA,111,FON03 (9992),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9961,Guilford Technical Community College,3.0,S. Tyler,SPA,111,FON04 (9993),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9962,Guilford Technical Community College,3.0,C. Vestal,SPA,111,FON06 (9994),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9963,Guilford Technical Community College,3.0,J. Ray,SPA,111,FON07 (9986),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9964,Guilford Technical Community College,3.0,J. Ray,SPA,111,FON08 (9984),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9965,Guilford Technical Community College,3.0,D. Egidio,SPA,111,FON09 (9983),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9966,Guilford Technical Community College,3.0,D. Egidio,SPA,111,FON10 (9982),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9967,Guilford Technical Community College,3.0,B. Lister,SPA,111,FON11 (2848),Elementary Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 101,BEGINNING SPANISH I
9968,Guilford Technical Community College,3.0,J. Ray,SPA,112,FCB01 (9995),Elementary Spanish II,$228,09:00AM - 10:15AM, Cameron-Business & Industry, 00214 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Cameron Campus,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9969,Guilford Technical Community College,3.0,D. Egidio,SPA,112,FON01 (0002),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9970,Guilford Technical Community College,3.0,C. Vestal,SPA,112,FON02 (0003),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9971,Guilford Technical Community College,3.0,C. Vestal,SPA,112,FON04 (0004),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9972,Guilford Technical Community College,3.0,D. Egidio,SPA,112,FON05 (9996),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9973,Guilford Technical Community College,3.0,J. Ray,SPA,112,FON06 (9997),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9974,Guilford Technical Community College,3.0,B. Raines,SPA,112,FON07 (9998),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9975,Guilford Technical Community College,3.0,B. Raines,SPA,112,FON08 (9999),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9976,Guilford Technical Community College,3.0,B. Raines,SPA,112,FON09 (0001),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9977,Guilford Technical Community College,3.0,B. Raines,SPA,112,FON10 (1936),Elementary Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 102,BEGINNING SPANISH II
9978,Guilford Technical Community College,3.0,J. Ray,SPA,211,FON01 (0006),Intermediate Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 203,INTERMEDIATE SPANISH I
9979,Guilford Technical Community College,3.0,B. Raines,SPA,211,FON02 (1907),Intermediate Spanish I,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 203,INTERMEDIATE SPANISH I
9980,Guilford Technical Community College,3.0,D. Egidio,SPA,212,FON01 (0008),Intermediate Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 204,INTERMEDIATE SPANISH II
9981,Guilford Technical Community College,3.0,B. Raines,SPA,212,FON02 (1908),Intermediate Spanish II,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,SPA 204,INTERMEDIATE SPANISH II
