Column1,college,section,credits,instructor,dates,location
8435,Gaston College,HIS-111-D6B (075360) World Civilizations I,3,R. Blanton,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8436,Gaston College,HIS-111-D6C (075361) World Civilizations I,3,R. Blanton,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8437,Gaston College,HIS-111-D6D (076731) World Civilizations I,3,J. Pruett,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8th.Course orientation will be provided online.",Main Campus
8438,Gaston College,HIS-111-D7B (075358) World Civilizations I,3,R. Blanton,"08/20/2020-12/16/2020 Classroom Hours Monday, Wednesday 09:00AM - 09:52AM, Robinson Classroom Bldg, Room 335 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8439,Gaston College,HIS-111-D7C (075359) World Civilizations I,3,R. Blanton,"08/20/2020-12/16/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:52AM, Robinson Classroom Bldg, Room 335 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8440,Gaston College,HIS-111-G6B (075363) World Civilizations I,3,S. Sowers,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course is for Early Collegestudents. Course orientation will be provided online.",Main Campus
8441,Gaston College,HIS-111-G6C (075379) World Civilizations I,3,S. Sowers,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course is for Early Collegestudents. Course orientation will be provided online.",Main Campus
8442,Gaston College,HIS-111-P6B (075380) World Civilizations I,3,S. Sowers,"09/08/2020-12/16/2020 Classroom Hours Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8443,Gaston College,HIS-112-D6B (075387) World Civilizations II,3,M. Bookout,"09/08/2020-12/16/2020 Classroom Hours Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8444,Gaston College,HIS-112-D6C (075388) World Civilizations II,3,M. Bookout,"09/08/2020-12/16/2020 Classroom Hours Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8445,Gaston College,HIS-131-D6B (076373) American History I,3,M. Carver,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8446,Gaston College,HIS-131-D6C (076374) American History I,3,M. Carver,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8447,Gaston College,HIS-131-D6D (076590) American History I,3,M. Carver,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8448,Gaston College,HIS-131-D6E (076609) American History I,3,M. Carver,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8449,Gaston College,HIS-132-D6B (076610) American History II,3,M. Carver,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8450,Gaston College,HIS-132-D6C (076611) American History II,3,M. Carver,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8451,Gaston College,HSE-110-D6A (075969) Intro to Human Services,3,M. Thomas,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will beprovided online.",Main Campus
8452,Gaston College,HSE-123-D6A (075684) Interviewing Techniques,3,M. Thomas,"08/20/2020-10/14/2020 Online Lab Days to be Announced, Times to be AnnouncedOnline Courses, Room LAB (more)...Important Information: This course ends October 14.Course orientation will be provided via the internet. Thisclass includes skill practicesessions by appointment via anonline platform (Zoom, Bb Collaboate,etc.).",Main Campus
8453,Gaston College,HSE-220-D6A (075686) Case Management,3,E. Elliott,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8454,Gaston College,HSE-225-D6A (075702) Crisis Intervention,3,M. Thomas,"10/19/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins October 19Course orientation will be provided via the internet. Thisclass includes skill practicesessions by appointment via anonline platform (Zoom, Bb Collaboate,etc.).",Main Campus
8455,Gaston College,HSE-227-D6A (075703) Children & Adol in Crisis,3,M. Thomas,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8456,Gaston College,INT-110-D6A (075268) International Business,3,J. Sisk,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8457,Gaston College,ISC-112-D01 (074951) Industrial Safety,2,K. Livsie,"08/24/2020-12/14/2020 Classroom Hours Monday 12:00PM - 01:37PM, Center for Advance Manufacturi, Room 103",Main Campus
8458,Gaston College,ISC-112-D02 (074952) Industrial Safety,2,K. Livsie,"08/26/2020-12/16/2020 Classroom Hours Wednesday 05:30PM - 07:07PM, Center for Advance Manufacturi, Room 103",Main Campus
8459,Gaston College,ISC-132-D6A (074891) Mfg Quality Control,3,K. Livsie,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8460,Gaston College,LDD-112-D01 (074926) Intro Light-Duty Diesel,3,T. Felton,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 10:00AM - 10:54AM, Pharr Trade & Industrial, Room 110A (more)...",Main Campus
8461,Gaston College,LEX-110-D6A (076320) Intro to Paralegal Study,2,L. Albright-Jurs,"08/20/2020-10/14/2020 Classroom Hours Monday, Wednesday 12:00PM - 12:50PM, Virtual Class, Room VIRT (more)...Important Information: This course ends October 14.This course will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required.  This course requires additional coursework to be conducted via the Internet.  Course orientation will be provided online.",Virtual Class
8462,Gaston College,LEX-130-D6A (076322) Civil Injuries,3,K. Messick,"08/20/2020-12/16/2020 Classroom Hours Monday, Wednesday 10:00AM - 10:50AM, Virtual Class, Room VIRT (more)...Important Information: This course will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required.  This course requires additional coursework to be conducted via the Internet.  Course orientation will be provided online.",Virtual Class
8463,Gaston College,LEX-130-D6B (076323) Civil Injuries,3,K. Messick,"08/20/2020-12/16/2020 Classroom Hours Tuesday 05:30PM - 07:10PM, Virtual Class, Room VIRT (more)...Important Information: This course will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required.  This course requires additional coursework to be conducted via the Internet.  Course orientation will be provided online.",Virtual Class
8464,Gaston College,LEX-140-D6A (076324) Civil Litigation I,3,K. Messick,"08/20/2020-12/16/2020 Classroom Hours Tuesday 07:30PM - 09:10PM, Virtual Class, Room VIRT (more)...Important Information: This course will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required.  This course requires additional coursework to be conducted via the Internet.  Course orientation will be provided online.",Virtual Class
8465,Gaston College,LEX-140-D6B (076325) Civil Litigation I,3,K. Messick,"08/20/2020-12/16/2020 Classroom Hours Monday, Wednesday 11:00AM - 11:50AM, Virtual Class, Room VIRT (more)...Important Information: This course will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required.  This course requires additional coursework to be conducted via the Internet.  Course orientation will be provided online.",Virtual Class
8466,Gaston College,LEX-150-D6A (075533) Commercial Law I,3,L. Albright-Jurs,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8467,Gaston College,LEX-210-D6B (076327) Real Property I,3,J. Hester,"08/20/2020-12/16/2020 Classroom Hours Monday 06:00PM - 07:15PM, Virtual Class, Room VIRT (more)...Important Information: This course will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required.  This course requires additional coursework to be conducted via the Internet.  Course orientation will be provided online.",Virtual Class
8468,Gaston College,LEX-270-D6B (076674) Law Office Mgt/Technology,2,C. Bryson,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.  Course orientation will be provided online.",Main Campus
8469,Gaston College,LEX-280-D6A (075543) Ethics & Professionalism,2,L. Albright-Jurs,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8470,Gaston College,LOG-110-D6A (075270) Introduction to Logistics,3,S. Clark,"08/20/2020-10/14/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course ends October 14.Course orientation will be provided online.",Main Campus
8471,Gaston College,LOG-120-D6A (075273) Global Logistics,3,S. Clark,"10/19/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins October 19.Course orientation will be provided online.",Main Campus
8472,Gaston College,LOG-210-D6A (075274) Fleet Management,3,S. Clark,"08/20/2020-10/14/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course ends October 14.Course orientation will be provided online.",Main Campus
8473,Gaston College,LOG-220-D6A (075285) Logistics Management,3,J. Sisk,"10/19/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins October 19.Course orientation will be provided online.",Main Campus
8474,Gaston College,MAC-122-D8A (074961) CNC Turning,2,J. Walker,"08/20/2020-12/16/2020 Lab/Shop Hours Monday, Wednesday 09:00AM - 10:15AM, Pharr Trade & Industrial, Room 111 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8475,Gaston College,MAC-131-D02 (074964) Blueprint Reading/Mach I,2,R. Rogers,"08/20/2020-12/16/2020 Classroom Hours Monday 05:30PM - 06:24PM, Pharr Trade & Industrial, Room 112 (more)...",Main Campus
8476,Gaston College,MAC-131-D8A (074963) Blueprint Reading/Mach I,2,W. Jacobs,"08/20/2020-12/16/2020 Lab/Shop Hours Friday 08:00AM - 09:44AM, Pharr Trade & Industrial, Room 111 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8477,Gaston College,MAC-132-D02 (074967) Blueprint Reading/Mach II,2,R. Rogers,"08/20/2020-12/16/2020 Classroom Hours Monday 05:30PM - 06:24PM, Pharr Trade & Industrial, Room 112 (more)...",Main Campus
8478,Gaston College,MAC-141-D01 (074968) Machining Applications I,4,W. Jacobs,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Friday 10:00AM - 10:56AM, Pharr Trade & Industrial, Room 112 (more)...",Main Campus
8479,Gaston College,MAC-171-D01 (074971) Measure/Material & Safety,1,J. Walker,"08/24/2020-12/16/2020 Lab/Shop Hours Monday, Wednesday 08:00AM - 08:49AM, Pharr Trade & Industrial, Room 111",Main Campus
8480,Gaston College,MAC-178-D01 (074975) CNC Turning: Operator,1,J. Walker,"08/24/2020-12/16/2020 Lab/Shop Hours Monday, Wednesday 10:30AM - 11:19AM, Pharr Trade & Industrial, Room 113",Main Campus
8481,Gaston College,MAC-180-D8A (074979) CNC Turn: Prog Set & Oper,4,J. Walker,"08/20/2020-12/16/2020 Lab/Shop Hours Tuesday, Thursday 10:00AM - 12:35PM, Pharr Trade & Industrial, Room 111 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8482,Gaston College,MAC-228-D8A (074980) Advanced CNC Processes,3,J. Walker,"08/20/2020-12/16/2020 Lab/Shop Hours Tuesday, Thursday 01:00PM - 02:15PM, Pharr Trade & Industrial, Room 111 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8483,Gaston College,MAT-003-D01 (075396) Transition Math,3,C. Deal,"08/20/2020-12/15/2020 Lab/Shop Hours Tuesday, Thursday 08:00AM - 10:40AM, Comer Engineering Technologies, Room 114",Main Campus
8484,Gaston College,MAT-003-D6B (076531) Transition Math,3,J. McSwain,"08/20/2020-12/16/2020 Online Lab Days to be Announced, Times to be AnnouncedOnline Courses, Room LABImportant Information: Course orientation will be provided online.",Main Campus
8485,Gaston College,MAT-003-D6C (075401) Transition Math,3,J. McSwain,"08/20/2020-12/16/2020 Online Lab Days to be Announced, Times to be AnnouncedOnline Courses, Room LABImportant Information: Course orientation will be provided online.",Main Campus
8486,Gaston College,MAT-003-D6D (075397) Transition Math,3,J. McSwain,"08/20/2020-12/16/2020 Online Lab Days to be Announced, Times to be AnnouncedOnline Courses, Room LABImportant Information: Course orientation will be provided online.",Main Campus
8487,Gaston College,MAT-003-D6E (075398) Transition Math,3,C. Deal,"08/20/2020-12/16/2020 Online Lab Days to be Announced, Times to be AnnouncedOnline Courses, Room LABImportant Information: Course orientation will be provided online.",Main Campus
8488,Gaston College,MAT-010-D01 (075402) Math Measurement & Literacy Su,1,S. Wright,"08/26/2020-12/16/2020 Lab/Shop Hours Wednesday 05:30PM - 07:17PM, Robinson Classroom Bldg, Room 240Important Information: Students must also register for MAT 110 D8BC.",Main Campus
8489,Gaston College,MAT-021-D8B (075405) Algebra/Trigonometry I Support,2,J. McSwain,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 07:45AM - 08:45AM, Robinson Classroom Bldg, Room 130 (more)...Important Information: This course requires additional coursework to be conducted via the Internet. Students must also register for MAT 121 D7BC.",Main Campus
8490,Gaston College,MAT-043-D6B (075407) Quantitative Literacy Support,2,J. Matz,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Students must also register for MAT 143 D6BC. Course orientation will be provided online.",Main Campus
8491,Gaston College,MAT-052-D01 (075414) Statistical Methods I Support,2,S. Wright,"08/24/2020-12/16/2020 Classroom Hours Monday, Wednesday 01:00PM - 02:20PM, Comer Engineering Technologies, Room 215Important Information: Students must also register for MAT 152 D7CC.",Main Campus
8492,Gaston College,MAT-071-D6B (075415) Precalculus Algebra Suppor,2,J. Matz,"08/20/2020-12/16/2020 Online Lab Days to be Announced, Times to be AnnouncedOnline Courses, Room LABImportant Information: Course orientation will be provided online. Students must also register for MAT 171 D6FC or MAT 171 D6GC.",Main Campus
8493,Gaston College,MAT-071-D8B (075417) Precalculus Algebra Suppor,2,S. Wright,"08/20/2020-12/16/2020 Lab/Shop Hours Monday, Tuesday, Wednesday, Thursday 10:00AM - 10:54AM, Robinson Classroom Bldg, Room 240 (more)...Important Information: Students must also register for MAT 171 D7BC or MAT 171 D7CC.",Main Campus
8494,Gaston College,MAT-110-D8B (075404) Math Measurement & Literacy,3,S. Wright,"08/20/2020-12/16/2020 Classroom Hours Wednesday 07:30PM - 09:20PM, Robinson Classroom Bldg, Room 240 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8495,Gaston College,MAT-121-D7B (075423) Algebra/Trigonometry I,3,J. McSwain,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 08:46AM - 09:50AM, Robinson Classroom Bldg, Room 240 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8496,Gaston College,MAT-143-D6B (076220) Quantitative Literacy,3,D. Key,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location.",Main Campus
8497,Gaston College,MAT-152-D6B (076221) Statistical Methods I,4,W. Burgin Jr,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online. This course requires a proctored final exam at an approved location.",Main Campus
8498,Gaston College,MAT-152-D7B (076222) Statistical Methods I,4,W. Burgin Jr,"08/20/2020-12/16/2020 Classroom Hours Monday, Tuesday, Wednesday, Thursday 11:00AM - 11:52AM, Comer Engineering Technologies, Room 215 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8499,Gaston College,MAT-152-D7C (075435) Statistical Methods I,4,W. Burgin Jr,"08/20/2020-12/16/2020 Classroom Hours Monday, Tuesday, Wednesday, Thursday 12:00PM - 12:52PM, Comer Engineering Technologies, Room 215 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8500,Gaston College,MAT-152-D7D (076202) Statistical Methods I,4,J. Sain,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 11:00AM - 12:45PM, Robinson Classroom Bldg, Room 241 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8501,Gaston College,MAT-152-P6B (075441) Statistical Methods I,4,T. Broome,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online. This course requires a proctored final exam at an approved location.",Main Campus
8502,Gaston College,MAT-171-D6B (075442) Precalculus Algebra,4,S. Shariat,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8503,Gaston College,MAT-171-D6C (075444) Precalculus Algebra,4,S. Shariat,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8504,Gaston College,MAT-171-D6D (076217) Precalculus Algebra,4,J. Sain,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8505,Gaston College,MAT-171-D6F (075455) Precalculus Algebra,4,F. Dass,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8506,Gaston College,MAT-171-D6G (075457) Precalculus Algebra,4,F. Dass,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8507,Gaston College,MAT-171-D6H (076729) Precalculus Algebra,4,F. Dass,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8th.Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8508,Gaston College,MAT-171-D6J (076740) Precalculus Algebra,4,V. Kiser,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8509,Gaston College,MAT-171-D7C (075452) Precalculus Algebra,4,D. Key,"08/20/2020-12/16/2020 Classroom Hours Monday, Tuesday, Wednesday, Thursday 09:00AM - 09:52AM, Robinson Classroom Bldg, Room 341 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.	The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8510,Gaston College,MAT-171-G7B (076224) Precalculus Algebra,4,J. Sain,"08/20/2020-12/16/2020 Classroom Hours Monday, Friday 10:35AM - 11:50AM, Robinson Classroom Bldg, Room 341 (more)...Important Information: This course is for Early Collegestudents and requires additional coursework to be conducted via the Internet. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8511,Gaston College,MAT-171-G7C (076225) Precalculus Algebra,4,M. Burleson,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 10:35AM - 11:50AM, Robinson Classroom Bldg, Room 341 (more)...Important Information: This course is for Early Collegestudents and requires additional coursework to be conducted via the Internet. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8512,Gaston College,MAT-171-P6B (075476) Precalculus Algebra,4,D. Key,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8513,Gaston College,MAT-171-P6C (075480) Precalculus Algebra,4,S. Shariat,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8. Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Kimbrell Campus
8514,Gaston College,MAT-171-P7B (075477) Precalculus Algebra,4,J. Sain,"09/08/2020-12/16/2020 Classroom Hours Monday, Wednesday 08:00AM - 08:50AM, Comer Engineering Technologies, Room 211 (more)...Important Information: This course begins September 8 and requires additional coursework to be conducted via the Internet. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8515,Gaston College,MAT-172-D6B (075489) Precalculus Trigonometry,4,S. Shariat,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8516,Gaston College,MAT-172-D7C (075490) Precalculus Trigonometry,4,F. Dass,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 12:30PM - 02:00PM, Robinson Classroom Bldg, Room 237 (more)...Important Information: This course requires additional coursework to be conducted via the Internet. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8517,Gaston College,MAT-172-G7B (076226) Precalculus Trigonometry,4,F. Dass,"08/20/2020-12/16/2020 Classroom Hours Monday, Friday 09:00AM - 10:20AM, Robinson Classroom Bldg, Room 338 (more)...Important Information: This course is for Early Collegestudents and requires additional coursework to be conducted via the Internet. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8518,Gaston College,MAT-172-G7C (076227) Precalculus Trigonometry,4,J. Sain,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 09:00AM - 10:20AM, Robinson Classroom Bldg, Room 126 (more)...Important Information: This course is for Early Collegestudents and requires additional coursework to be conducted via the Internet. The cost of all required e-books and digital materials for this course are included as a fee.",Main Campus
8519,Gaston College,MAT-271-D6B (075494) Calculus I,4,W. Burgin Jr,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online. This course requires a proctored midterm and final exam at an approved location.",Main Campus
8520,Gaston College,MAT-271-D7B (076213) Calculus I,4,W. Burgin Jr,"08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 08:00AM - 09:45AM, Comer Engineering Technologies, Room 211 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8521,Gaston College,MAT-272-D7B (076215) Calculus II,4,M. Burleson,"08/20/2020-12/16/2020 Classroom Hours Monday, Wednesday 08:00AM - 09:28AM, Comer Engineering Technologies, Room 214 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8522,Gaston College,MEC-265-D01 (074893) Fluid Mechanics,3,T. Nortey,"08/20/2020-12/16/2020 Classroom Hours Monday 10:00AM - 11:37AM, Center for Advance Manufacturi, Room 104 (more)...",Main Campus
8523,Gaston College,MEC-275-D01 (074894) Engineering Mechanisms,3,T. Nortey,"08/20/2020-12/16/2020 Classroom Hours Wednesday 05:30PM - 07:07PM, Center for Advance Manufacturi, Room 104 (more)...",Main Campus
8524,Gaston College,MED-110-D6A (075711) Orientation to Med Assist,1,D. Bridges,"08/20/2020-10/08/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course ends October 8.Course Orientation will be heldAugust 20 at 9:30AM in DBC 278.",Main Campus
8525,Gaston College,MED-118-D6A (075712) Medical Law and Ethics,2,L. Bynum,"10/13/2020-12/08/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins October 13and ends December 8.Orientation will be held October 13 at 8:30AM in DBC 278.",Main Campus
8526,Gaston College,MED-120-D6A (075720) Survey of Med Terminology,2,L. Bynum,"09/14/2020-12/09/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins on September 14and ends December 9. Course orientation will be provided online.",Main Campus
8527,Gaston College,MED-121-D6A (075715) Medical Terminology I,3,M. Gibson,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course Orientation is August 21,9:00AM in DBC 278.This course requires proctored exams on campus in DBC 278.",Main Campus
8528,Gaston College,MED-121-D6B (075716) Medical Terminology I,3,M. Gibson,"09/01/2020-12/08/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 1and ends December 8. Course Orientation is September 1,5:30PM in DBC 278.This course requires proctoredexams on campus in DBC 278.",Main Campus
8529,Gaston College,MED-140-D8A (075714) Exam Room Procedures I,5,"M. Gibson, L. Bynum, D. Bridges, P. Ewing","08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course Orientation is August 20,11:00AM in DBC 268.This course requires additionalcoursework to be conducted viathe internet.",Main Campus
8530,Gaston College,MED-276-D8A (075717) Patient Education,2,P. Ewing,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course Orientation is August 25,6:00PM in DBC 268.This course requires additionalcoursework to be conducted viathe internet.This course is for studentswho have completed theMedical Assisting Diploma Program.",Main Campus
8531,Gaston College,MKT-120-D6A (075286) Principles of Marketing,3,T. Worthy,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8532,Gaston College,MKT-223-D6A (074998) Customer Service,3,A. Painter,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8533,Gaston College,MNT-110-D8A (074954) Intro to Maint Procedures,2,D. English,"08/20/2020-12/16/2020 Lab/Shop Hours Tuesday, Thursday 03:30PM - 04:45PM, Center for Advance Manufacturi, Room 101A (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
