,College,Credits:,Instructor,Course Subject,Class ID,Section Number,Course Name,Time of Course,Course Building,Course Room,Class Days,Dates,Location
160,Alamance Community College,3.0,R. Sondles,ELC,128,01H (6456),Intro to PLC,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Graham Campus
161,Alamance Community College,3.0,R. Sondles,ELC,128,02H (6457),Intro to PLC,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Graham Campus
162,Alamance Community College,3.0,R. Sondles,ELC,128,05H (6460),Intro to PLC,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Graham Campus
163,Alamance Community College,4.0,Z. Uzodimma,ELC,213,01H (6469),Instrumentation,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Graham Campus
164,Alamance Community College,3.0,J. Wilson,ENG,002,01E (6627),Transition English,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
165,Alamance Community College,3.0,J. Wilson,ENG,002,02E (6764),Transition English,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
166,Alamance Community College,3.0,R. Solomon,ENG,002,03H (5672),Transition English,12:40PM - 02:40PM, B Wing, B203 ,Monday,08/17/2020-12/15/2020,Graham Campus
167,Alamance Community College,3.0,S. Sink,ENG,002,04H (5673),Transition English,06:30PM - 08:30PM, B Wing, B203 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
168,Alamance Community College,3.0,I. Walker,ENG,002,05H (4544),Transition English,02:55PM - 04:55PM, B Wing, B203 ,Thursday,08/17/2020-12/15/2020,Graham Campus
169,Alamance Community College,3.0,S. Sink,ENG,002,06H (4545),Transition English,06:30PM - 08:30PM, B Wing, B203 ,Thursday,08/17/2020-12/15/2020,Graham Campus
170,Alamance Community College,3.0,J. Wilson,ENG,002,07E (5674),Transition English,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
171,Alamance Community College,3.0,H. Hall,ENG,002,08E (5675),Transition English,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
172,Alamance Community College,3.0,H. Hall,ENG,002,09E (5676),Transition English,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
173,Alamance Community College,3.0,N. Bell,ENG,002,10E (5677),Transition English,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
174,Alamance Community College,3.0,N. Bell,ENG,002,11E (4550),Transition English,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
175,Alamance Community College,2.0,I. Bostic,ENG,011,01H (5685),Writing and Inquiry Support,10:10AM - 11:05AM, B Wing, B203 ,Monday,08/17/2020-12/15/2020,Graham Campus
176,Alamance Community College,2.0,C. Otero,ENG,011,03E (6227),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
177,Alamance Community College,2.0,A. Marano,ENG,011,05E (6628),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
178,Alamance Community College,2.0,M. Makufka,ENG,011,07H (5697),Writing and Inquiry Support,11:15AM - 12:35PM, B Wing, B203 ,Thursday,08/17/2020-12/15/2020,Graham Campus
179,Alamance Community College,2.0,R. Solomon,ENG,011,09H (5698),Writing and Inquiry Support,11:15AM - 12:10PM, Graham Main Bldg, 00201 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
180,Alamance Community College,2.0,G. Yount,ENG,011,11H (5700),Writing and Inquiry Support,12:45PM - 02:05PM, B Wing, B203 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
181,Alamance Community College,2.0,M. Makufka,ENG,011,13H (5701),Writing and Inquiry Support,12:40PM - 02:00PM, Graham Main Bldg, 00201 ,Monday,08/17/2020-12/15/2020,Graham Campus
182,Alamance Community College,2.0,I. Walker,ENG,011,15H (5702),Writing and Inquiry Support,12:45PM - 02:05PM, B Wing, B203 ,Thursday,08/17/2020-12/15/2020,Graham Campus
183,Alamance Community College,2.0,M. Anders,ENG,011,17E (5703),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
184,Alamance Community College,2.0,M. Sherbondy,ENG,011,19E (5704),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
185,Alamance Community College,2.0,E. Voltz,ENG,011,21H (5706),Writing and Inquiry Support,07:35PM - 09:00PM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
186,Alamance Community College,2.0,E. Voltz,ENG,011,22H (5725),Writing and Inquiry Support,07:35PM - 09:00PM, B Wing, B310 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
187,Alamance Community College,2.0,M. Anders,ENG,011,23E (5727),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
188,Alamance Community College,2.0,A. Marano,ENG,011,24E (4563),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
189,Alamance Community College,2.0,C. Otero,ENG,011,25E (5728),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
190,Alamance Community College,2.0,M. Sherbondy,ENG,011,82E (4566),Writing and Inquiry Support,No time given,Online,Online,Days to be Announced,09/15/2020-12/15/2020,Online
191,Alamance Community College,3.0,H. Muniz,ENG,110,02E (4729),Freshman Composition,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
192,Alamance Community College,3.0,I. Bostic,ENG,111,01H (5771),Writing and Inquiry,08:00AM - 08:55AM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
193,Alamance Community College,3.0,I. Bostic,ENG,111,01HC (5772),Writing and Inquiry,08:00AM - 08:55AM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
194,Alamance Community College,3.0,I. Bostic,ENG,111,02H (5773),Writing and Inquiry,09:05AM - 10:00AM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
195,Alamance Community College,3.0,I. Bostic,ENG,111,02HC (5774),Writing and Inquiry,09:05AM - 10:00AM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
196,Alamance Community College,3.0,P. Craven,ENG,111,03H (5775),Writing and Inquiry,08:00AM - 08:55AM, B Wing, B310 ,Friday,08/17/2020-12/15/2020,Graham Campus
197,Alamance Community College,3.0,P. Craven,ENG,111,03HC (5776),Writing and Inquiry,08:00AM - 08:55AM, B Wing, B310 ,Friday,08/17/2020-12/15/2020,Graham Campus
198,Alamance Community College,3.0,P. Craven,ENG,111,04H (5781),Writing and Inquiry,09:05AM - 10:00AM, B Wing, B310 ,Friday,08/17/2020-12/15/2020,Graham Campus
199,Alamance Community College,3.0,P. Craven,ENG,111,04HC (5785),Writing and Inquiry,09:05AM - 10:00AM, B Wing, B310 ,Friday,08/17/2020-12/15/2020,Graham Campus
200,Alamance Community College,3.0,S. Heckler,ENG,111,05H (5798),Writing and Inquiry,08:00AM - 09:20AM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
201,Alamance Community College,3.0,S. Heckler,ENG,111,05HC (5803),Writing and Inquiry,08:00AM - 09:20AM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
202,Alamance Community College,3.0,S. Heckler,ENG,111,06H (5805),Writing and Inquiry,09:30AM - 10:50AM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
203,Alamance Community College,3.0,S. Heckler,ENG,111,06HC (5807),Writing and Inquiry,09:30AM - 10:50AM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
204,Alamance Community College,3.0,M. Makufka,ENG,111,07H (5808),Writing and Inquiry,08:00AM - 09:20AM, B Wing, B310 ,Thursday,08/17/2020-12/15/2020,Graham Campus
205,Alamance Community College,3.0,M. Makufka,ENG,111,07HC (5809),Writing and Inquiry,08:00AM - 09:20AM, B Wing, B310 ,Thursday,08/17/2020-12/15/2020,Graham Campus
206,Alamance Community College,3.0,E. Voltz,ENG,111,08H (5810),Writing and Inquiry,09:30AM - 10:50AM, B Wing, B310 ,Thursday,08/17/2020-12/15/2020,Graham Campus
207,Alamance Community College,3.0,E. Voltz,ENG,111,08HC (5811),Writing and Inquiry,09:30AM - 10:50AM, B Wing, B310 ,Thursday,08/17/2020-12/15/2020,Graham Campus
208,Alamance Community College,3.0,R. Solomon,ENG,111,09H (5832),Writing and Inquiry,09:05AM - 10:00AM, B Wing, B310 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
209,Alamance Community College,3.0,R. Solomon,ENG,111,09HC (5833),Writing and Inquiry,09:05AM - 10:00AM, B Wing, B310 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
210,Alamance Community College,3.0,R. Solomon,ENG,111,10H (5834),Writing and Inquiry,10:10AM - 11:05AM, B Wing, B310 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
211,Alamance Community College,3.0,R. Solomon,ENG,111,10HC (5836),Writing and Inquiry,10:10AM - 11:05AM, B Wing, B310 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
212,Alamance Community College,3.0,G. Yount,ENG,111,11H (5837),Writing and Inquiry,09:30AM - 10:50AM, B Wing, B214 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
213,Alamance Community College,3.0,G. Yount,ENG,111,11HC (5838),Writing and Inquiry,09:30AM - 10:50AM, B Wing, B214 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
214,Alamance Community College,3.0,G. Yount,ENG,111,12H (5839),Writing and Inquiry,11:15AM - 12:35PM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
215,Alamance Community College,3.0,G. Yount,ENG,111,12HC (5840),Writing and Inquiry,11:15AM - 12:35PM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
216,Alamance Community College,3.0,M. Makufka,ENG,111,13H (5841),Writing and Inquiry,10:10AM - 11:05AM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
217,Alamance Community College,3.0,M. Makufka,ENG,111,13HC (5843),Writing and Inquiry,10:10AM - 11:05AM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
218,Alamance Community College,3.0,M. Makufka,ENG,111,14H (5844),Writing and Inquiry,11:15AM - 12:10PM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
219,Alamance Community College,3.0,M. Makufka,ENG,111,14HC (5845),Writing and Inquiry,11:15AM - 12:10PM, B Wing, B310 ,Monday,08/17/2020-12/15/2020,Graham Campus
220,Alamance Community College,1.0,"W. Shirley, K. Chappell",ACA,122,45E (5549),College Transfer Success,No time given,Online,Online,Days to be Announced,08/17/2020-10/12/2020,Online
221,Alamance Community College,1.0,M. Garrison,ACA,122,46E (4348),College Transfer Success,No time given,Online,Online,Days to be Announced,08/17/2020-10/12/2020,Online
222,Alamance Community College,1.0,A. Cooper,ACA,122,47E (4349),College Transfer Success,No time given,Online,Online,Days to be Announced,08/17/2020-10/12/2020,Online
223,Alamance Community College,1.0,A. Fecher,ACA,122,48E (6495),College Transfer Success,No time given,Online,Online,Days to be Announced,08/17/2020-10/12/2020,Online
224,Alamance Community College,1.0,G. Yount,ACA,122,51E (5558),College Transfer Success,No time given,Online,Online,Days to be Announced,10/13/2020-12/15/2020,Online
225,Alamance Community College,1.0,J. Jones,ACA,122,52E (6768),College Transfer Success,No time given,Online,Online,Days to be Announced,10/13/2020-12/15/2020,Online
226,Alamance Community College,1.0,M. Cook,ACA,122,61EY (6636),College Transfer Success,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
227,Alamance Community College,1.0,E. Webster,ACA,122,81E (5557),College Transfer Success,No time given,Online,Online,Days to be Announced,09/15/2020-12/15/2020,Online
228,Alamance Community College,1.0,"K. Chappell, W. Shirley",ACA,122,82E (6753),College Transfer Success,No time given,Online,Online,Days to be Announced,09/15/2020-12/15/2020,Online
229,Alamance Community College,4.0,Z. Harris,ACC,120,01E (4154),Prin of Financial Accounting,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
230,Alamance Community College,4.0,C. Stevens,ACC,120,05E (6134),Prin of Financial Accounting,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
231,Alamance Community College,4.0,Z. Harris,ACC,120,06E (6561),Prin of Financial Accounting,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
232,Alamance Community College,4.0,B. Fowler,ACC,120,07E (6622),Prin of Financial Accounting,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
233,Alamance Community College,4.0,Z. Harris,ACC,121,01E (4157),Prin of Managerial Accounting,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
234,Alamance Community College,3.0,C. Stevens,ACC,130,01E (4163),Business Income Taxes,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
235,Alamance Community College,2.0,C. Stevens,ACC,152,01E (4165),Advanced Software Appl,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
236,Alamance Community College,3.0,C. Stevens,ACC,180,02E (5901),Practices in Bookkeeping,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
237,Alamance Community College,4.0,C. Stevens,ACC,220,03E (6570),Intermediate Accounting I,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Graham Campus
238,Alamance Community College,3.0,Z. Harris,ACC,226,03E (6562),Advanced Managerial Accounting,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Graham Campus
239,Alamance Community College,3.0,J. Free,ACM,110,01H (4629),Intro to Animal Care,08:05AM - 09:30AM, B Wing, B104 ,"Monday, Wednesday",08/17/2020-12/15/2020,Graham Campus
240,Alamance Community College,3.0,I. Walker,ENG,111,15H (5846),Writing and Inquiry,09:30AM - 10:50AM, Graham Main Bldg, 00201 ,Thursday,08/17/2020-12/15/2020,Graham Campus
241,Alamance Community College,3.0,I. Walker,ENG,111,15HC (5847),Writing and Inquiry,09:30AM - 10:50AM, Graham Main Bldg, 00201 ,Thursday,08/17/2020-12/15/2020,Graham Campus
242,Alamance Community College,3.0,I. Walker,ENG,111,16H (5848),Writing and Inquiry,11:15AM - 12:35PM, B Wing, B310 ,Thursday,08/17/2020-12/15/2020,Graham Campus
243,Alamance Community College,3.0,I. Walker,ENG,111,16HC (5849),Writing and Inquiry,11:15AM - 12:35PM, B Wing, B310 ,Thursday,08/17/2020-12/15/2020,Graham Campus
244,Alamance Community College,3.0,M. Anders,ENG,111,17E (5850),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
245,Alamance Community College,3.0,M. Anders,ENG,111,17EC (5851),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
246,Alamance Community College,3.0,M. Anders,ENG,111,18E (5852),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
247,Alamance Community College,3.0,M. Anders,ENG,111,18EC (5853),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
248,Alamance Community College,3.0,M. Sherbondy,ENG,111,19E (5854),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
249,Alamance Community College,3.0,M. Sherbondy,ENG,111,19EC (5855),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
250,Alamance Community College,3.0,M. Sherbondy,ENG,111,20E (5856),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
251,Alamance Community College,3.0,M. Sherbondy,ENG,111,20EC (5857),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
252,Alamance Community College,3.0,E. Voltz,ENG,111,21H (5858),Writing and Inquiry,06:00PM - 07:25PM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
253,Alamance Community College,3.0,E. Voltz,ENG,111,21HC (5859),Writing and Inquiry,06:00PM - 07:25PM, B Wing, B310 ,Tuesday,08/17/2020-12/15/2020,Graham Campus
254,Alamance Community College,3.0,E. Voltz,ENG,111,22H (5860),Writing and Inquiry,06:00PM - 07:25PM, B Wing, B310 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
255,Alamance Community College,3.0,E. Voltz,ENG,111,22HC (5861),Writing and Inquiry,06:00PM - 07:25PM, B Wing, B310 ,Wednesday,08/17/2020-12/15/2020,Graham Campus
256,Alamance Community College,3.0,M. Anders,ENG,111,23E (5862),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
257,Alamance Community College,3.0,M. Anders,ENG,111,23EC (5863),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
258,Alamance Community College,3.0,A. Marano,ENG,111,24EC (4779),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
259,Alamance Community College,3.0,A. Marano,ENG,111,24EZ (4780),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
260,Alamance Community College,3.0,A. Marano,ENG,111,25EC (4781),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
261,Alamance Community College,3.0,A. Marano,ENG,111,25EZ (4782),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
262,Alamance Community College,3.0,T. Drago,ENG,111,26E (5864),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
263,Alamance Community College,3.0,T. Drago,ENG,111,26EC (5865),Writing and Inquiry,No time given,Online,Online,Days to be Announced,08/17/2020-12/15/2020,Online
